t,Date,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind
2370,26/03/1999,86,6,7.2,0,9.457575758,0.95,360,2.4
2371,26/03/1999,86,7,7.7,78.55555556,9.493939394,0.95,360,2.4
2372,26/03/1999,86,8,8,157.1111111,9.506060606,0.95,360,2.4
2373,26/03/1999,86,9,8.3,202,9.524242424,0.95,360,2.4
2374,26/03/1999,86,10,8.6,303,9.509090909,0.93,360,2.4
2375,26/03/1999,86,11,7.6,202,9.424242424,0.94,360,2.4
2376,26/03/1999,86,12,8.9,628.4444444,9.281818182,0.83,360,2.4
2377,26/03/1999,86,13,9.2,785.5555556,9.118181818,0.77,360,2.4
2378,26/03/1999,86,14,9.8,729.4444444,8.909090909,0.73,360,2.4
2379,26/03/1999,86,15,9.2,415.2222222,8.66969697,0.75,360,2.4
2380,26/03/1999,86,16,9.9,561.1111111,8.390909091,0.67,360,2.4
2381,26/03/1999,86,17,9.2,404,8.109090909,0.66,360,2.4
2382,26/03/1999,86,18,7.1,134.6666667,7.857575758,0.72,360,2.4
2383,26/03/1999,86,19,5.6,0,7.609090909,0.77,360,2.4
2384,26/03/1999,86,20,6.4,0,7.363636364,0.76,360,2.4
2385,26/03/1999,86,21,5.4,0,7.090909091,0.8,360,2.4
2386,26/03/1999,86,22,4.6,0,6.827272727,0.86,360,2.4
2387,26/03/1999,86,23,3.1,0,6.572727273,0.9,360,2.4
2388,26/03/1999,86,24,2.9,0,6.363636364,0.91,360,1.4
2389,27/03/1999,87,1,2.8,0,6.257575758,0.93,360,1.4
2390,27/03/1999,87,2,2.1,0,6.224242424,0.93,360,1.4
2391,27/03/1999,87,3,1.9,0,6.227272727,0.94,360,1.4
2392,27/03/1999,87,4,0.8,0,6.272727273,0.95,360,1.4
2393,27/03/1999,87,5,1,0,6.342424242,0.96,360,1.4
2394,27/03/1999,87,6,1.1,11.22222222,6.418181818,0.97,360,1.4
2395,27/03/1999,87,7,2.4,134.6666667,6.527272727,0.97,360,1.4
2396,27/03/1999,87,8,5.8,516.2222222,6.66969697,0.93,360,1.4
2397,27/03/1999,87,9,8.1,830.4444444,6.748484848,0.7,360,1.4
2398,27/03/1999,87,10,8.8,1043.666667,6.818181818,0.62,360,1.4
2399,27/03/1999,87,11,10,1357.888889,6.839393939,0.61,360,1.4
2400,27/03/1999,87,12,10.8,1402.777778,6.818181818,0.57,360,1.4
2401,27/03/1999,87,13,10.1,639.6666667,6.818181818,0.6,360,1.4
2402,27/03/1999,87,14,11,751.8888889,6.754545455,0.53,360,1.4
2403,27/03/1999,87,15,11.9,965.1111111,6.63030303,0.5,360,1.4
2404,27/03/1999,87,16,10.3,505,6.460606061,0.58,360,1.4
2405,27/03/1999,87,17,10.3,370.3333333,6.327272727,0.62,360,1.4
2406,27/03/1999,87,18,9,157.1111111,6.154545455,0.63,360,1.4
2407,27/03/1999,87,19,7.9,0,6,0.64,360,1.4
2408,27/03/1999,87,20,7.6,0,5.836363636,0.61,360,1.4
2409,27/03/1999,87,21,6.8,0,5.718181818,0.63,360,1.4
2410,27/03/1999,87,22,5.1,0,5.56969697,0.73,360,1.4
2411,27/03/1999,87,23,4.2,0,5.433333333,0.75,360,1.4
2412,27/03/1999,87,24,4.8,0,5.351515152,0.78,360,1.7
2413,28/03/1999,88,1,4.2,0,5.409090909,0.82,360,1.7
2414,28/03/1999,88,2,4.1,0,5.566666667,0.85,360,1.7
2415,28/03/1999,88,3,1.7,0,5.787878788,0.87,360,1.7
2416,28/03/1999,88,4,1.7,0,6.063636364,0.92,360,1.7
2417,28/03/1999,88,5,1.5,0,6.372727273,0.93,360,1.7
2418,28/03/1999,88,6,0.9,11.22222222,6.742424242,0.94,360,1.7
2419,28/03/1999,88,7,1.9,202,7.090909091,0.95,360,1.7
2420,28/03/1999,88,8,5,516.2222222,7.43030303,0.92,360,1.7
2421,28/03/1999,88,9,8.1,886.5555556,7.757575758,0.73,360,1.7
2422,28/03/1999,88,10,10.1,1167.111111,7.954545455,0.6,360,1.7
2423,28/03/1999,88,11,11.2,1391.555556,8.033333333,0.55,360,1.7
2424,28/03/1999,88,12,12.1,1526.222222,8.075757576,0.54,360,1.7
2425,28/03/1999,88,13,13,1548.666667,8.042424242,0.48,360,1.7
2426,28/03/1999,88,14,12.5,897.7777778,7.875757576,0.5,360,1.7
2427,28/03/1999,88,15,12.3,976.3333333,7.760606061,0.49,360,1.7
2428,28/03/1999,88,16,13.2,684.5555556,7.636363636,0.49,360,1.7
2429,28/03/1999,88,17,12.3,460.1111111,7.439393939,0.49,360,1.7
2430,28/03/1999,88,18,10.7,134.6666667,7.275757576,0.55,360,1.7
2431,28/03/1999,88,19,10.2,11.22222222,7.13030303,0.57,360,1.7
2432,28/03/1999,88,20,8.9,0,6.993939394,0.56,360,1.7
2433,28/03/1999,88,21,5.3,0,6.884848485,0.75,360,1.7
2434,28/03/1999,88,22,6.3,0,6.778787879,0.62,360,1.7
2435,28/03/1999,88,23,6.9,0,6.693939394,0.58,360,1.7
2436,28/03/1999,88,24,5.4,0,6.73030303,0.63,360,2.5
2437,29/03/1999,89,1,4.9,0,6.887878788,0.65,360,2.5
2438,29/03/1999,89,2,5.5,0,7.093939394,0.62,360,2.5
2439,29/03/1999,89,3,4.5,0,7.357575758,0.63,360,2.5
2440,29/03/1999,89,4,4.3,0,7.648484848,0.69,360,2.5
2441,29/03/1999,89,5,4.1,0,8.027272727,0.73,360,2.5
2442,29/03/1999,89,6,4,11.22222222,8.442424242,0.74,360,2.5
2443,29/03/1999,89,7,6.3,213.2222222,8.836363636,0.75,360,2.5
2444,29/03/1999,89,8,9.4,527.4444444,9.242424242,0.73,360,2.5
2445,29/03/1999,89,9,11.6,886.5555556,9.593939394,0.69,360,2.5
2446,29/03/1999,89,10,12.9,1223.222222,9.839393939,0.64,360,2.5
2447,29/03/1999,89,11,13.7,1436.444444,9.975757576,0.57,360,2.5
2448,29/03/1999,89,12,14.2,1526.222222,10.03939394,0.52,360,2.5
2449,29/03/1999,89,13,15.4,1537.444444,10.05757576,0.55,360,2.5
2450,29/03/1999,89,14,14.5,1245.666667,10.03939394,0.58,360,2.5
2451,29/03/1999,89,15,14.3,527.4444444,9.984848485,0.61,360,2.5
2452,29/03/1999,89,16,13.5,246.8888889,9.945454545,0.63,360,2.5
2453,29/03/1999,89,17,13.1,179.5555556,9.903030303,0.67,360,2.5
2454,29/03/1999,89,18,12.6,44.88888889,9.818181818,0.72,360,2.5
2455,29/03/1999,89,19,12.2,0,9.736363636,0.77,360,2.5
2456,29/03/1999,89,20,11.8,0,9.706060606,0.83,360,2.5
2457,29/03/1999,89,21,11.5,0,9.690909091,0.85,360,2.5
2458,29/03/1999,89,22,11.2,0,9.712121212,0.87,360,2.5
2459,29/03/1999,89,23,11.2,0,9.851515152,0.88,360,2.5
2460,29/03/1999,89,24,10.9,0,9.96969697,0.88,360,2.2
2461,30/03/1999,90,1,10.4,0,10.07575758,0.89,360,2.2
2462,30/03/1999,90,2,9.6,0,10.23333333,0.92,360,2.2
2463,30/03/1999,90,3,9.7,0,10.42424242,0.93,360,2.2
2464,30/03/1999,90,4,9.7,0,10.63030303,0.94,360,2.2
2465,30/03/1999,90,5,9.6,0,10.87575758,0.95,360,2.2
2466,30/03/1999,90,6,9.9,0,11.16060606,0.95,360,2.2
2467,30/03/1999,90,7,10.2,78.55555556,11.46969697,0.93,360,2.2
2468,30/03/1999,90,8,10.4,145.8888889,11.79393939,0.94,360,2.2
2469,30/03/1999,90,9,10.6,258.1111111,12.04242424,0.95,360,2.2
2470,30/03/1999,90,10,11.2,303,12.19393939,0.95,360,2.2
2471,30/03/1999,90,11,12.3,538.6666667,12.24848485,0.92,360,2.2
2472,30/03/1999,90,12,12.6,583.5555556,12.24242424,0.87,360,2.2
2473,30/03/1999,90,13,13.7,561.1111111,12.19393939,0.83,360,2.2
2474,30/03/1999,90,14,14.3,639.6666667,12.10606061,0.8,360,2.2
2475,30/03/1999,90,15,14.7,617.2222222,11.98181818,0.75,360,2.2
2476,30/03/1999,90,16,14.5,460.1111111,11.85151515,0.75,360,2.2
2477,30/03/1999,90,17,14.4,269.3333333,11.68181818,0.77,360,2.2
2478,30/03/1999,90,18,13.4,89.77777778,11.51818182,0.8,360,2.2
2479,30/03/1999,90,19,12.7,0,11.37575758,0.82,360,2.2
2480,30/03/1999,90,20,12.1,0,11.24848485,0.86,360,2.2
2481,30/03/1999,90,21,11.3,0,11.12727273,0.9,360,2.2
2482,30/03/1999,90,22,11.3,0,10.98181818,0.91,360,2.2
2483,30/03/1999,90,23,10.2,0,10.86060606,0.93,360,2.2
2484,30/03/1999,90,24,8.7,0,10.81515152,0.93,360,2.2
2485,31/03/1999,91,1,8.1,0,10.85151515,0.96,360,2.2
2486,31/03/1999,91,2,8.4,0,10.96969697,0.97,360,2.2
2487,31/03/1999,91,3,8.4,0,11.14848485,0.98,360,2.2
2488,31/03/1999,91,4,8.2,0,11.38484848,0.97,360,2.2
2489,31/03/1999,91,5,7,0,11.63333333,0.97,360,2.2
2490,31/03/1999,91,6,7.5,11.22222222,11.88484848,0.98,360,2.2
2491,31/03/1999,91,7,9.7,224.4444444,12.14848485,0.98,360,2.2
2492,31/03/1999,91,8,12.4,561.1111111,12.3969697,0.9,360,2.2
2493,31/03/1999,91,9,14.8,875.3333333,12.62727273,0.73,360,2.2
2494,31/03/1999,91,10,16.3,1155.888889,12.80606061,0.6,360,2.2
2495,31/03/1999,91,11,17.4,1369.111111,12.89393939,0.55,360,2.2
2496,31/03/1999,91,12,17.9,1492.555556,12.89393939,0.54,360,2.2
2497,31/03/1999,91,13,18,1425.222222,12.86060606,0.56,360,2.2
2498,31/03/1999,91,14,18.3,1346.666667,12.79393939,0.48,360,2.2
2499,31/03/1999,91,15,18.1,1144.666667,12.68484848,0.48,360,2.2
2500,31/03/1999,91,16,17.8,852.8888889,12.55454545,0.47,360,2.2
2501,31/03/1999,91,17,16.3,505,12.4030303,0.51,360,2.2
2502,31/03/1999,91,18,13.5,145.8888889,12.23030303,0.57,360,2.2
2503,31/03/1999,91,19,11.2,11.22222222,12.04848485,0.67,360,2.2
2504,31/03/1999,91,20,11.2,0,11.88484848,0.72,360,2.2
2505,31/03/1999,91,21,10.4,0,11.72121212,0.73,360,2.2
2506,31/03/1999,91,22,10.1,0,11.56666667,0.76,360,2.2
2507,31/03/1999,91,23,10,0,11.43636364,0.77,360,2.2
2508,31/03/1999,91,24,9.7,0,11.36969697,0.76,360,2.6
2509,01/04/1999,91,1,8.8,0,11.41515152,0.79,360,2.6
2510,01/04/1999,91,2,8.4,0,11.56060606,0.82,360,2.6
2511,01/04/1999,91,3,8,0,11.78787879,0.83,360,2.6
2512,01/04/1999,91,4,7.3,0,12.05454545,0.84,360,2.6
2513,01/04/1999,91,5,7,0,12.36060606,0.85,360,2.6
2514,01/04/1999,91,6,7,11.22222222,12.7,0.86,360,2.6
2515,01/04/1999,91,7,9.1,213.2222222,13.09393939,0.85,360,2.6
2516,01/04/1999,91,8,11.7,538.6666667,13.49393939,0.73,360,2.6
2517,01/04/1999,91,9,13.5,886.5555556,13.82121212,0.67,360,2.6
2518,01/04/1999,91,10,15.6,1167.111111,14.03333333,0.63,360,2.6
2519,01/04/1999,91,11,17.2,1324.222222,14.07575758,0.62,360,2.6
2520,01/04/1999,91,12,18.5,1515,14.03030303,0.55,360,2.6
2521,01/04/1999,91,13,19.4,1492.555556,13.91212121,0.53,360,2.6
2522,01/04/1999,91,14,20,1357.888889,13.77575758,0.51,360,2.6
2523,01/04/1999,91,15,20.7,1144.666667,13.66363636,0.51,360,2.6
2524,01/04/1999,91,16,20.5,830.4444444,13.51818182,0.47,360,2.6
2525,01/04/1999,91,17,19.4,482.5555556,13.34848485,0.47,360,2.6
2526,01/04/1999,91,18,16.2,123.4444444,13.15151515,0.56,360,2.6
2527,01/04/1999,91,19,14.8,0,12.98787879,0.56,360,2.6
2528,01/04/1999,91,20,13.5,0,12.89090909,0.61,360,2.6
2529,01/04/1999,91,21,13.4,0,12.85151515,0.63,360,2.6
2530,01/04/1999,91,22,14.3,0,12.80606061,0.56,360,2.6
2531,01/04/1999,91,23,13.5,0,12.78181818,0.63,360,2.6
2532,01/04/1999,91,24,12.5,0,12.76969697,0.7,360,2
2533,02/04/1999,92,1,11.3,0,12.78787879,0.79,360,2
2534,02/04/1999,92,2,10.9,0,12.9030303,0.84,360,2
2535,02/04/1999,92,3,10.3,0,13.08484848,0.9,360,2
2536,02/04/1999,92,4,9.9,0,13.2969697,0.93,360,2
2537,02/04/1999,92,5,9.7,0,13.57272727,0.94,360,2
2538,02/04/1999,92,6,9.6,11.22222222,13.86969697,0.93,360,2
2539,02/04/1999,92,7,9.7,78.55555556,14.22424242,0.92,360,2
2540,02/04/1999,92,8,10.6,437.6666667,14.50606061,0.84,360,2
2541,02/04/1999,92,9,13.5,864.1111111,14.75454545,0.73,360,2
2542,02/04/1999,92,10,14.8,1268.111111,14.88484848,0.63,360,2
2543,02/04/1999,92,11,15.4,1122.222222,14.93939394,0.65,360,2
2544,02/04/1999,92,12,17.1,1369.111111,14.90909091,0.55,360,2
2545,02/04/1999,92,13,17.1,1088.555556,14.81818182,0.5,360,2
2546,02/04/1999,92,14,18.7,1223.222222,14.64242424,0.54,360,2
2547,02/04/1999,92,15,16.3,864.1111111,14.42727273,0.58,360,2
2548,02/04/1999,92,16,17.3,347.8888889,14.18181818,0.56,360,2
2549,02/04/1999,92,17,16,168.3333333,13.91212121,0.53,360,2
2550,02/04/1999,92,18,15.3,44.88888889,13.63030303,0.58,360,2
2551,02/04/1999,92,19,14.6,0,13.37878788,0.62,360,2
2552,02/04/1999,92,20,14.2,0,13.22121212,0.64,360,2
2553,02/04/1999,92,21,12.7,0,13.1,0.75,360,2
2554,02/04/1999,92,22,12.3,0,13.01515152,0.79,360,2
2555,02/04/1999,92,23,11.9,0,12.93030303,0.86,360,2
2556,02/04/1999,92,24,11.8,0,12.82121212,0.87,360,2.8
2557,03/04/1999,93,1,11.2,0,12.74848485,0.92,360,2.8
2558,03/04/1999,93,2,11.1,0,12.70606061,0.94,360,2.8
2559,03/04/1999,93,3,11,0,12.71212121,0.95,360,2.8
2560,03/04/1999,93,4,10.8,0,12.74545455,0.95,360,2.8
2561,03/04/1999,93,5,10.7,0,12.82727273,0.95,360,2.8
2562,03/04/1999,93,6,10.6,0,12.93636364,0.96,360,2.8
2563,03/04/1999,93,7,10.7,33.66666667,13.08787879,0.96,360,2.8
2564,03/04/1999,93,8,11.1,157.1111111,13.27272727,0.94,360,2.8
2565,03/04/1999,93,9,11.1,168.3333333,13.43333333,0.95,360,2.8
2566,03/04/1999,93,10,11.5,258.1111111,13.54848485,0.96,360,2.8
2567,03/04/1999,93,11,12,303,13.55151515,0.94,360,2.8
2568,03/04/1999,93,12,13,426.4444444,13.46666667,0.94,360,2.8
2569,03/04/1999,93,13,13.5,415.2222222,13.37878788,0.92,360,2.8
2570,03/04/1999,93,14,14.7,336.6666667,13.19393939,0.92,360,2.8
2571,03/04/1999,93,15,15.7,426.4444444,13.01212121,0.87,360,2.8
2572,03/04/1999,93,16,15,190.7777778,12.78484848,0.94,360,2.8
2573,03/04/1999,93,17,14.4,235.6666667,12.6,0.87,360,2.8
2574,03/04/1999,93,18,13.6,112.2222222,12.39090909,0.87,360,2.8
2575,03/04/1999,93,19,12,0,12.21818182,0.92,360,2.8
2576,03/04/1999,93,20,12.5,0,12.06060606,0.94,360,2.8
2577,03/04/1999,93,21,11,0,11.92727273,0.87,360,2.8
2578,03/04/1999,93,22,11.1,0,11.8,0.92,360,2.8
2579,03/04/1999,93,23,11.2,0,11.71212121,0.9,360,2.8
2580,03/04/1999,93,24,10.2,0,11.65151515,0.93,360,1.9
2581,04/04/1999,94,1,10.4,0,11.62121212,0.92,360,1.9
2582,04/04/1999,94,2,10.3,0,11.6030303,0.91,360,1.9
2583,04/04/1999,94,3,10.1,0,11.61212121,0.92,360,1.9
2584,04/04/1999,94,4,10.2,0,11.63939394,0.93,360,1.9
2585,04/04/1999,94,5,10,0,11.68787879,0.93,360,1.9
2586,04/04/1999,94,6,9.8,11.22222222,11.73939394,0.93,360,1.9
2587,04/04/1999,94,7,10.3,56.11111111,11.8030303,0.91,360,1.9
2588,04/04/1999,94,8,10.9,157.1111111,11.91212121,0.87,360,1.9
2589,04/04/1999,94,9,11.2,258.1111111,11.9969697,0.9,360,1.9
2590,04/04/1999,94,10,11.5,258.1111111,12.07272727,0.89,360,1.9
2591,04/04/1999,94,11,12,336.6666667,12.11818182,0.89,360,1.9
2592,04/04/1999,94,12,12.6,448.8888889,12.13636364,0.83,360,1.9
2593,04/04/1999,94,13,12.5,303,12.10606061,0.86,360,1.9
2594,04/04/1999,94,14,12.8,415.2222222,12.04545455,0.84,360,1.9
2595,04/04/1999,94,15,14.2,527.4444444,11.96666667,0.8,360,1.9
2596,04/04/1999,94,16,13.5,213.2222222,11.86363636,0.81,360,1.9
2597,04/04/1999,94,17,13.6,112.2222222,11.73030303,0.77,360,1.9
2598,04/04/1999,94,18,12.6,168.3333333,11.62727273,0.8,360,1.9
2599,04/04/1999,94,19,12.1,11.22222222,11.54242424,0.84,360,1.9
2600,04/04/1999,94,20,11,0,11.47878788,0.89,360,1.9
2601,04/04/1999,94,21,11,0,11.45757576,0.9,360,1.9
2602,04/04/1999,94,22,10.9,0,11.43030303,0.91,360,1.9
2603,04/04/1999,94,23,11.3,0,11.44848485,0.9,360,1.9
2604,04/04/1999,94,24,11.3,0,11.46363636,0.83,360,2.4
2605,05/04/1999,95,1,11.6,0,11.55757576,0.83,360,2.4
2606,05/04/1999,95,2,11.6,0,11.71212121,0.84,360,2.4
2607,05/04/1999,95,3,11.5,0,11.91515152,0.85,360,2.4
2608,05/04/1999,95,4,11.3,0,12.12121212,0.89,360,2.4
2609,05/04/1999,95,5,11.6,0,12.34242424,0.86,360,2.4
2610,05/04/1999,95,6,11.6,11.22222222,12.57878788,0.86,360,2.4
2611,05/04/1999,95,7,11.6,123.4444444,12.84242424,0.88,360,2.4
2612,05/04/1999,95,8,14.3,561.1111111,13.11818182,0.82,360,2.4
2613,05/04/1999,95,9,15.3,920.2222222,13.37272727,0.81,360,2.4
2614,05/04/1999,95,10,17.1,976.3333333,13.58787879,0.76,360,2.4
2615,05/04/1999,95,11,17.1,1077.333333,13.77575758,0.71,360,2.4
2616,05/04/1999,95,12,17.4,1111,13.94242424,0.68,360,2.4
2617,05/04/1999,95,13,18,1223.222222,14.08787879,0.69,360,2.4
2618,05/04/1999,95,14,18.7,1268.111111,14.20606061,0.68,360,2.4
2619,05/04/1999,95,15,18.9,1054.888889,14.32424242,0.68,360,2.4
2620,05/04/1999,95,16,18.7,875.3333333,14.3969697,0.67,360,2.4
2621,05/04/1999,95,17,18,505,14.40606061,0.69,360,2.4
2622,05/04/1999,95,18,17.4,134.6666667,14.42121212,0.73,360,2.4
2623,05/04/1999,95,19,17,11.22222222,14.40909091,0.74,360,2.4
2624,05/04/1999,95,20,16.8,0,14.42424242,0.73,360,2.4
2625,05/04/1999,95,21,16.5,0,14.43333333,0.73,360,2.4
2626,05/04/1999,95,22,16.4,0,14.46363636,0.73,360,2.4
2627,05/04/1999,95,23,15.2,0,14.47575758,0.78,360,2.4
2628,05/04/1999,95,24,14.5,0,14.57272727,0.83,360,3
2629,06/04/1999,96,1,14,0,14.67575758,0.85,360,3
2630,06/04/1999,96,2,13.2,0,14.83939394,0.88,360,3
2631,06/04/1999,96,3,13.1,0,15.01818182,0.88,360,3
2632,06/04/1999,96,4,12.4,0,15.19090909,0.9,360,3
2633,06/04/1999,96,5,12,0,15.28181818,0.91,360,3
2634,06/04/1999,96,6,11.4,11.22222222,15.38787879,0.91,360,3
2635,06/04/1999,96,7,14.1,325.4444444,15.51515152,0.87,360,3
2636,06/04/1999,96,8,14.7,392.7777778,15.66666667,0.76,360,3
2637,06/04/1999,96,9,16.7,796.7777778,15.79090909,0.65,360,3
2638,06/04/1999,96,10,17.5,1122.222222,15.82121212,0.68,360,3
2639,06/04/1999,96,11,17.3,1290.555556,15.78484848,0.7,360,3
2640,06/04/1999,96,12,14.5,796.7777778,15.68787879,0.75,360,3
2641,06/04/1999,96,13,14.8,1043.666667,15.55151515,0.73,360,3
2642,06/04/1999,96,14,15.8,864.1111111,15.37878788,0.71,360,3
2643,06/04/1999,96,15,16.6,875.3333333,15.17575758,0.67,360,3
2644,06/04/1999,96,16,15.7,538.6666667,14.91515152,0.75,360,3
2645,06/04/1999,96,17,15.3,269.3333333,14.63939394,0.76,360,3
2646,06/04/1999,96,18,14.1,179.5555556,14.35454545,0.8,360,3
2647,06/04/1999,96,19,13.9,11.22222222,14.0969697,0.84,360,3
2648,06/04/1999,96,20,12.6,0,13.84848485,0.76,360,3
2649,06/04/1999,96,21,11.7,0,13.61212121,0.7,360,3
2650,06/04/1999,96,22,11.3,0,13.35757576,0.66,360,3
2651,06/04/1999,96,23,10.1,0,13.10909091,0.77,360,3
2652,06/04/1999,96,24,9.8,0,12.87878788,0.81,360,3.6
2653,07/04/1999,97,1,9.3,0,12.6969697,0.84,360,3.6
2654,07/04/1999,97,2,9.5,0,12.56060606,0.87,360,3.6
2655,07/04/1999,97,3,9.2,0,12.46666667,0.86,360,3.6
2656,07/04/1999,97,4,9.2,0,12.40909091,0.87,360,3.6
2657,07/04/1999,97,5,8.4,0,12.37575758,0.9,360,3.6
2658,07/04/1999,97,6,8.3,11.22222222,12.3969697,0.93,360,3.6
2659,07/04/1999,97,7,8.8,269.3333333,12.41818182,0.87,360,3.6
2660,07/04/1999,97,8,9.2,437.6666667,12.42424242,0.84,360,3.6
2661,07/04/1999,97,9,10,448.8888889,12.34545455,0.84,360,3.6
2662,07/04/1999,97,10,10.9,426.4444444,12.21515152,0.81,360,3.6
2663,07/04/1999,97,11,11.3,684.5555556,12.0030303,0.7,360,3.6
2664,07/04/1999,97,12,12,1144.666667,11.76060606,0.69,360,3.6
2665,07/04/1999,97,13,13.1,1010,11.52121212,0.63,360,3.6
2666,07/04/1999,97,14,12.7,650.8888889,11.34848485,0.66,360,3.6
2667,07/04/1999,97,15,11.6,437.6666667,11.16666667,0.65,360,3.6
2668,07/04/1999,97,16,11.5,606,10.92424242,0.62,360,3.6
2669,07/04/1999,97,17,10.4,157.1111111,10.63939394,0.62,360,3.6
2670,07/04/1999,97,18,9.7,44.88888889,10.35454545,0.7,360,3.6
2671,07/04/1999,97,19,9.5,11.22222222,10.09090909,0.73,360,3.6
2672,07/04/1999,97,20,9.4,0,9.851515152,0.72,360,3.6
2673,07/04/1999,97,21,8.8,0,9.563636364,0.78,360,3.6
2674,07/04/1999,97,22,8.8,0,9.296969697,0.79,360,3.6
2675,07/04/1999,97,23,7.8,0,9.066666667,0.82,360,3.6
2676,07/04/1999,97,24,7.2,0,8.924242424,0.86,360,1.7
2677,08/04/1999,98,1,6.3,0,8.893939394,0.89,360,1.7
2678,08/04/1999,98,2,6.6,0,8.927272727,0.9,360,1.7
2679,08/04/1999,98,3,6.2,0,9.048484848,0.91,360,1.7
2680,08/04/1999,98,4,4.4,0,9.136363636,0.93,360,1.7
2681,08/04/1999,98,5,3.8,0,9.257575758,0.94,360,1.7
2682,08/04/1999,98,6,4.1,44.88888889,9.384848485,0.95,360,1.7
2683,08/04/1999,98,7,6.6,314.2222222,9.551515152,0.97,360,1.7
2684,08/04/1999,98,8,9.1,673.3333333,9.748484848,0.89,360,1.7
2685,08/04/1999,98,9,10.9,931.4444444,9.906060606,0.82,360,1.7
2686,08/04/1999,98,10,13.3,1346.666667,10.04848485,0.73,360,1.7
2687,08/04/1999,98,11,12.4,965.1111111,10.10606061,0.71,360,1.7
2688,08/04/1999,98,12,13.2,920.2222222,10.07878788,0.67,360,1.7
2689,08/04/1999,98,13,13.4,942.6666667,10.02727273,0.65,360,1.7
2690,08/04/1999,98,14,13.9,617.2222222,9.936363636,0.62,360,1.7
2691,08/04/1999,98,15,14.8,684.5555556,9.812121212,0.6,360,1.7
2692,08/04/1999,98,16,14,516.2222222,9.690909091,0.61,360,1.7
2693,08/04/1999,98,17,13.9,448.8888889,9.533333333,0.59,360,1.7
2694,08/04/1999,98,18,11.9,145.8888889,9.375757576,0.71,360,1.7
2695,08/04/1999,98,19,10,22.44444444,9.215151515,0.76,360,1.7
2696,08/04/1999,98,20,9.6,0,9.057575758,0.8,360,1.7
2697,08/04/1999,98,21,9,0,8.896969697,0.85,360,1.7
2698,08/04/1999,98,22,9,0,8.715151515,0.86,360,1.7
2699,08/04/1999,98,23,8.7,0,8.548484848,0.86,360,1.7
2700,08/04/1999,98,24,6.4,0,8.466666667,0.89,360,0.9
2701,09/04/1999,99,1,6.3,0,8.506060606,0.91,360,0.9
2702,09/04/1999,99,2,5.1,0,8.651515152,0.94,360,0.9
2703,09/04/1999,99,3,4.5,0,8.851515152,0.96,360,0.9
2704,09/04/1999,99,4,4.2,0,9.087878788,0.97,360,0.9
2705,09/04/1999,99,5,3.4,0,9.378787879,0.98,360,0.9
2706,09/04/1999,99,6,3.3,44.88888889,9.721212121,0.99,360,0.9
2707,09/04/1999,99,7,6.1,291.7777778,10.11515152,1,360,0.9
2708,09/04/1999,99,8,9.1,594.7777778,10.50909091,0.95,360,0.9
2709,09/04/1999,99,9,12,953.8888889,10.82424242,0.75,360,0.9
2710,09/04/1999,99,10,12.9,1268.111111,11.05454545,0.68,360,0.9
2711,09/04/1999,99,11,14.4,1481.333333,11.2030303,0.64,360,0.9
2712,09/04/1999,99,12,15.8,1616,11.22424242,0.57,360,0.9
2713,09/04/1999,99,13,15.7,1604.777778,11.22424242,0.53,360,0.9
2714,09/04/1999,99,14,16.8,1481.333333,11.13636364,0.51,360,0.9
2715,09/04/1999,99,15,17.1,1245.666667,10.98787879,0.49,360,0.9
2716,09/04/1999,99,16,17,953.8888889,10.83939394,0.49,360,0.9
2717,09/04/1999,99,17,16.7,606,10.64848485,0.53,360,0.9
2718,09/04/1999,99,18,15.8,235.6666667,10.46666667,0.56,360,0.9
2719,09/04/1999,99,19,14,11.22222222,10.27878788,0.6,360,0.9
2720,09/04/1999,99,20,12.4,0,10.17575758,0.67,360,0.9
2721,09/04/1999,99,21,10.3,0,10.13030303,0.75,360,0.9
2722,09/04/1999,99,22,8.5,0,10.1,0.87,360,0.9
2723,09/04/1999,99,23,9,0,10.0969697,0.92,360,0.9
2724,09/04/1999,99,24,8.5,0,10.1,0.94,360,2.3
2725,10/04/1999,100,1,8,0,10.12424242,0.96,360,2.3
2726,10/04/1999,100,2,7.7,0,10.22424242,0.98,360,2.3
2727,10/04/1999,100,3,8.5,0,10.34848485,0.99,360,2.3
2728,10/04/1999,100,4,8.5,0,10.52727273,0.99,360,2.3
2729,10/04/1999,100,5,8.6,0,10.74848485,1,360,2.3
2730,10/04/1999,100,6,8.9,11.22222222,11.01515152,1,360,2.3
2731,10/04/1999,100,7,9.1,56.11111111,11.33636364,1,360,2.3
2732,10/04/1999,100,8,9.5,89.77777778,11.63030303,0.98,360,2.3
2733,10/04/1999,100,9,9.7,235.6666667,11.83030303,0.96,360,2.3
2734,10/04/1999,100,10,10.4,437.6666667,11.92121212,0.86,360,2.3
2735,10/04/1999,100,11,11,572.3333333,11.9030303,0.8,360,2.3
2736,10/04/1999,100,12,11.8,886.5555556,11.84545455,0.77,360,2.3
2737,10/04/1999,100,13,13,1616,11.6969697,0.74,360,2.3
2738,10/04/1999,100,14,14,1492.555556,11.51515152,0.72,360,2.3
2739,10/04/1999,100,15,13,1066.111111,11.2969697,0.76,360,2.3
2740,10/04/1999,100,16,12.7,258.1111111,10.98787879,0.79,360,2.3
